source,Variation,location,description,attributes_associated_gene,gene_id,transcript_id,protein_id,mapped_to_accession,attributes_p_value,var_class,most_severe_consequence,consequence_terms,assembly_name,MAF,protein_start,protein_end,amino_acids,evidence,clinical_significance,pmid,pop.gnomad_East_Asian,pop.gnomad_African,pop.gnomad,pop.gnomad_Latino,pop.gnomad_Ashkenazi_Jewish,pop.gnomad_Finnish,pop.gnomad_European_Non_Finnish,pop.gnomad_Other,pop.gnomad_South_Asian,protein_length
ClinVar,rs145895389,4:113356972-113356972,"Cardiac arrhythmia, ankyrin B-related",ANK2,ENSG00000145362,ENST00000394537,ENSP00000378044,HP:0011675,NA,SNP,missense_variant,intron_variant,GRCh38,6.00E-04,NA,NA,NA,"Frequency,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",likely benign,NA,0,0.000327,0.001621,0.0003577,0.001223,0.0007627,0.003024,0.002382,0.00013,1872
ClinVar,rs145895389,4:113356972-113356972,"Cardiac arrhythmia, ankyrin B-related",ANK2,ENSG00000145362,ENST00000503423,ENSP00000421011,HP:0011675,NA,SNP,missense_variant,downstream_gene_variant,GRCh38,6.00E-04,NA,NA,NA,"Frequency,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",likely benign,NA,0,0.000327,0.001621,0.0003577,0.001223,0.0007627,0.003024,0.002382,0.00013,1611
ClinVar,rs145895389,4:113356972-113356972,"Cardiac arrhythmia, ankyrin B-related",ANK2,ENSG00000145362,ENST00000505342,ENSP00000422498,HP:0011675,NA,SNP,missense_variant,upstream_gene_variant,GRCh38,6.00E-04,NA,NA,NA,"Frequency,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",likely benign,NA,0,0.000327,0.001621,0.0003577,0.001223,0.0007627,0.003024,0.002382,0.00013,1028
ClinVar,rs145895389,4:113356972-113356972,"Cardiac arrhythmia, ankyrin B-related",ANK2,ENSG00000145362,ENST00000508007,NA,HP:0011675,NA,SNP,missense_variant,"intron_variant,non_coding_transcript_variant",GRCh38,6.00E-04,NA,NA,NA,"Frequency,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",likely benign,NA,0,0.000327,0.001621,0.0003577,0.001223,0.0007627,0.003024,0.002382,0.00013,NA
ClinVar,rs146312675,4:113292405-113292405,"Cardiac arrhythmia, ankyrin B-related",ANK2,ENSG00000145362,ENST00000264366,ENSP00000264366,HP:0011675,NA,SNP,intron_variant,intron_variant,GRCh38,0.0012,NA,NA,NA,"Frequency,1000Genomes,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",benign,NA,0,0.001416,0.004088,0.0005219,0.000208,0.002148,0.008123,0.003076,0,3924
ClinVar,rs146312675,4:113292405-113292405,"Cardiac arrhythmia, ankyrin B-related",ANK2,ENSG00000145362,ENST00000502701,NA,HP:0011675,NA,SNP,intron_variant,upstream_gene_variant,GRCh38,0.0012,NA,NA,NA,"Frequency,1000Genomes,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",benign,NA,0,0.001416,0.004088,0.0005219,0.000208,0.002148,0.008123,0.003076,0,NA
ClinVar,rs147679793,17:8289050-8289050,Cardiac arrhythmia,"RANGRF,SLC25A35",ENSG00000108961,ENST00000226105,ENSP00000226105,HP:0011675,NA,SNP,missense_variant,missense_variant,GRCh38,NA,58,58,V/I,"Frequency,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",likely benign,NA,0,0.001714,0.0001349,0.0002085,0,0,0,0,0,186
ClinVar,rs147679793,17:8289050-8289050,Cardiac arrhythmia,"RANGRF,SLC25A35",ENSG00000125434,ENST00000380067,ENSP00000369407,HP:0011675,NA,SNP,missense_variant,3_prime_UTR_variant,GRCh38,NA,NA,NA,NA,"Frequency,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",likely benign,NA,0,0.001714,0.0001349,0.0002085,0,0,0,0,0,295
ClinVar,rs147679793,17:8289050-8289050,Cardiac arrhythmia,"RANGRF,SLC25A35",ENSG00000125434,ENST00000577745,ENSP00000464231,HP:0011675,NA,SNP,missense_variant,downstream_gene_variant,GRCh38,NA,NA,NA,NA,"Frequency,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",likely benign,NA,0,0.001714,0.0001349,0.0002085,0,0,0,0,0,300
ClinVar,rs147679793,17:8289050-8289050,Cardiac arrhythmia,"RANGRF,SLC25A35",ENSG00000108961,ENST00000578849,NA,HP:0011675,NA,SNP,missense_variant,non_coding_transcript_exon_variant,GRCh38,NA,NA,NA,NA,"Frequency,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",likely benign,NA,0,0.001714,0.0001349,0.0002085,0,0,0,0,0,NA
ClinVar,rs147679793,17:8289050-8289050,Cardiac arrhythmia,"RANGRF,SLC25A35",ENSG00000125434,ENST00000579192,ENSP00000462395,HP:0011675,NA,SNP,missense_variant,intron_variant,GRCh38,NA,NA,NA,NA,"Frequency,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",likely benign,NA,0,0.001714,0.0001349,0.0002085,0,0,0,0,0,295
ClinVar,rs147679793,17:8289050-8289050,Cardiac arrhythmia,"RANGRF,SLC25A35",ENSG00000125434,ENST00000581320,NA,HP:0011675,NA,SNP,missense_variant,upstream_gene_variant,GRCh38,NA,NA,NA,NA,"Frequency,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",likely benign,NA,0,0.001714,0.0001349,0.0002085,0,0,0,0,0,NA
ClinVar,rs147679793,17:8289050-8289050,Cardiac arrhythmia,"RANGRF,SLC25A35",ENSG00000125434,ENST00000585311,ENSP00000464191,HP:0011675,NA,SNP,missense_variant,"3_prime_UTR_variant,NMD_transcript_variant",GRCh38,NA,NA,NA,NA,"Frequency,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",likely benign,NA,0,0.001714,0.0001349,0.0002085,0,0,0,0,0,291
ClinVar,rs148598985,3:38556428-38556428,Cardiac arrhythmia,SCN5A,ENSG00000183873,ENST00000333535,ENSP00000328968,HP:0011675,NA,SNP,intron_variant,intron_variant,GRCh38,0.0026,NA,NA,NA,"Frequency,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",uncertain significance,NA,0,0.01036,0.0008393,0.001464,0,0,3.64E-05,0.000655,0,2016
ClinVar,rs148598985,3:38556428-38556428,Cardiac arrhythmia,SCN5A,ENSG00000183873,ENST00000464652,NA,HP:0011675,NA,SNP,intron_variant,upstream_gene_variant,GRCh38,0.0026,NA,NA,NA,"Frequency,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",uncertain significance,NA,0,0.01036,0.0008393,0.001464,0,0,3.64E-05,0.000655,0,NA
ClinVar,rs149645600,4:113354824-113354824,"Cardiac arrhythmia, ankyrin B-related",ANK2,ENSG00000145362,ENST00000264366,ENSP00000264366,HP:0011675,NA,SNP,missense_variant,missense_variant,GRCh38,0.001,2036,2036,R/H,"Frequency,1000Genomes,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",likely benign,NA,0,0.0002616,0.0006796,0.0001787,0,8.97E-05,0.001339,0.0001828,0.0001625,3924
ClinVar,rs149645600,4:113354824-113354824,"Cardiac arrhythmia, ankyrin B-related",ANK2,ENSG00000145362,ENST00000394537,ENSP00000378044,HP:0011675,NA,SNP,missense_variant,intron_variant,GRCh38,0.001,NA,NA,NA,"Frequency,1000Genomes,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",likely benign,NA,0,0.0002616,0.0006796,0.0001787,0,8.97E-05,0.001339,0.0001828,0.0001625,1872
ClinVar,rs149645600,4:113354824-113354824,"Cardiac arrhythmia, ankyrin B-related",ANK2,ENSG00000145362,ENST00000503423,ENSP00000421011,HP:0011675,NA,SNP,missense_variant,downstream_gene_variant,GRCh38,0.001,NA,NA,NA,"Frequency,1000Genomes,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",likely benign,NA,0,0.0002616,0.0006796,0.0001787,0,8.97E-05,0.001339,0.0001828,0.0001625,1611
ClinVar,rs149645600,4:113354824-113354824,"Cardiac arrhythmia, ankyrin B-related",ANK2,ENSG00000145362,ENST00000505342,ENSP00000422498,HP:0011675,NA,SNP,missense_variant,upstream_gene_variant,GRCh38,0.001,NA,NA,NA,"Frequency,1000Genomes,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",likely benign,NA,0,0.0002616,0.0006796,0.0001787,0,8.97E-05,0.001339,0.0001828,0.0001625,1028
ClinVar,rs149645600,4:113354824-113354824,"Cardiac arrhythmia, ankyrin B-related",ANK2,ENSG00000145362,ENST00000508007,NA,HP:0011675,NA,SNP,missense_variant,"intron_variant,non_coding_transcript_variant",GRCh38,0.001,NA,NA,NA,"Frequency,1000Genomes,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",likely benign,NA,0,0.0002616,0.0006796,0.0001787,0,8.97E-05,0.001339,0.0001828,0.0001625,NA
ClinVar,rs150856064,17:8288840-8288840,Cardiac arrhythmia,"RANGRF,SLC25A35",ENSG00000108961,ENST00000226105,ENSP00000226105,HP:0011675,NA,SNP,missense_variant,missense_variant,GRCh38,6.00E-04,18,18,L/I,"Frequency,1000Genomes,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",uncertain significance,NA,0,0,8.13E-06,0,0,0,1.79E-05,0,0,186
ClinVar,rs150856064,17:8288840-8288840,Cardiac arrhythmia,"RANGRF,SLC25A35",ENSG00000108961,ENST00000226105,ENSP00000226105,HP:0011675,NA,SNP,missense_variant,missense_variant,GRCh38,6.00E-04,18,18,L/F,"Frequency,1000Genomes,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",uncertain significance,NA,0,0,8.13E-06,0,0,0,1.79E-05,0,0,186
ClinVar,rs150856064,17:8288840-8288840,Cardiac arrhythmia,"RANGRF,SLC25A35",ENSG00000125434,ENST00000380067,ENSP00000369407,HP:0011675,NA,SNP,missense_variant,3_prime_UTR_variant,GRCh38,6.00E-04,NA,NA,NA,"Frequency,1000Genomes,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",uncertain significance,NA,0,0,8.13E-06,0,0,0,1.79E-05,0,0,295
ClinVar,rs150856064,17:8288840-8288840,Cardiac arrhythmia,"RANGRF,SLC25A35",ENSG00000125434,ENST00000577745,ENSP00000464231,HP:0011675,NA,SNP,missense_variant,downstream_gene_variant,GRCh38,6.00E-04,NA,NA,NA,"Frequency,1000Genomes,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",uncertain significance,NA,0,0,8.13E-06,0,0,0,1.79E-05,0,0,300
ClinVar,rs150856064,17:8288840-8288840,Cardiac arrhythmia,"RANGRF,SLC25A35",ENSG00000108961,ENST00000578849,NA,HP:0011675,NA,SNP,missense_variant,non_coding_transcript_exon_variant,GRCh38,6.00E-04,NA,NA,NA,"Frequency,1000Genomes,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",uncertain significance,NA,0,0,8.13E-06,0,0,0,1.79E-05,0,0,NA
ClinVar,rs150856064,17:8288840-8288840,Cardiac arrhythmia,"RANGRF,SLC25A35",ENSG00000125434,ENST00000579192,ENSP00000462395,HP:0011675,NA,SNP,missense_variant,intron_variant,GRCh38,6.00E-04,NA,NA,NA,"Frequency,1000Genomes,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",uncertain significance,NA,0,0,8.13E-06,0,0,0,1.79E-05,0,0,295
ClinVar,rs150856064,17:8288840-8288840,Cardiac arrhythmia,"RANGRF,SLC25A35",ENSG00000108961,ENST00000580777,NA,HP:0011675,NA,SNP,missense_variant,upstream_gene_variant,GRCh38,6.00E-04,NA,NA,NA,"Frequency,1000Genomes,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",uncertain significance,NA,0,0,8.13E-06,0,0,0,1.79E-05,0,0,NA
ClinVar,rs150856064,17:8288840-8288840,Cardiac arrhythmia,"RANGRF,SLC25A35",ENSG00000125434,ENST00000581320,NA,HP:0011675,NA,SNP,missense_variant,"intron_variant,non_coding_transcript_variant",GRCh38,6.00E-04,NA,NA,NA,"Frequency,1000Genomes,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",uncertain significance,NA,0,0,8.13E-06,0,0,0,1.79E-05,0,0,NA
ClinVar,rs1800172,11:2847899-2847899,Cardiac arrhythmia,"KCNQ1-AS1,KCNQ1",ENSG00000053918,ENST00000155840,ENSP00000155840,HP:0011675,NA,SNP,missense_variant,missense_variant,GRCh38,0.0166,643,643,G/S,"Frequency,HapMap,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",benign,NA,0.04713,0.02348,0.006004,0.001272,0,0,0.0001639,0.001589,0.007152,676
ClinVar,rs1800172,11:2847899-2847899,Cardiac arrhythmia,"KCNQ1-AS1,KCNQ1",ENSG00000053918,ENST00000155840,ENSP00000155840,HP:0011675,NA,SNP,missense_variant,missense_variant,GRCh38,0.0166,643,643,G/C,"Frequency,HapMap,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",benign,NA,0.04713,0.02348,0.006004,0.001272,0,0,0.0001639,0.001589,0.007152,676
ClinVar,rs1800172,11:2847899-2847899,Cardiac arrhythmia,"KCNQ1-AS1,KCNQ1",ENSG00000229414,ENST00000440887,NA,HP:0011675,NA,SNP,missense_variant,"intron_variant,non_coding_transcript_variant",GRCh38,0.0166,NA,NA,NA,"Frequency,HapMap,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",benign,NA,0.04713,0.02348,0.006004,0.001272,0,0,0.0001639,0.001589,0.007152,NA
ClinVar,rs1800172,11:2847899-2847899,Cardiac arrhythmia,"KCNQ1-AS1,KCNQ1",ENSG00000282076,ENST00000633370,NA,HP:0011675,NA,SNP,missense_variant,non_coding_transcript_exon_variant,GRCh38,0.0166,NA,NA,NA,"Frequency,HapMap,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",benign,NA,0.04713,0.02348,0.006004,0.001272,0,0,0.0001639,0.001589,0.007152,NA
ClinVar,rs1805120,7:150952443-150952443,Cardiac arrhythmia,KCNH2,ENSG00000055118,ENST00000262186,ENSP00000262186,HP:0011675,NA,SNP,synonymous_variant,synonymous_variant,GRCh38,0.3417,513,513,F/F,"Frequency,HapMap,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",benign,NA,0.6569,0.2462,0.3005,0.4063,0.3255,0.3091,0.2141,0.2997,0.3121,1159
ClinVar,rs1805120,7:150952443-150952443,Cardiac arrhythmia,KCNH2,ENSG00000055118,ENST00000461280,NA,HP:0011675,NA,SNP,synonymous_variant,non_coding_transcript_exon_variant,GRCh38,0.3417,NA,NA,NA,"Frequency,HapMap,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",benign,NA,0.6569,0.2462,0.3005,0.4063,0.3255,0.3091,0.2141,0.2997,0.3121,NA
ClinVar,rs187686559,21:34449605-34449605,Cardiac arrhythmia,KCNE1,ENSG00000180509,ENST00000337385,ENSP00000337255,HP:0011675,NA,SNP,synonymous_variant,synonymous_variant,GRCh38,0.002,10,10,T/T,"Frequency,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",likely benign,NA,0.00551,0.0001309,0.0004836,8.93E-05,0,0.0002243,8.96E-05,0.0001823,9.75E-05,129
ClinVar,rs193922615,12:2688693-2688693,Cardiac arrhythmia,"CACNA1C-AS1,CACNA1C",ENSG00000151067,ENST00000327702,ENSP00000329877,HP:0011675,NA,SNP,missense_variant,missense_variant,GRCh38,NA,2046,2046,V/I,"Frequency,Phenotype_or_Disease,ExAC,gnomAD",likely pathogenic,NA,0,0,4.16E-06,0,0,0,9.23E-06,0,0,2173
ClinVar,rs193922615,12:2688693-2688693,Cardiac arrhythmia,"CACNA1C-AS1,CACNA1C",ENSG00000151067,ENST00000327702,ENSP00000329877,HP:0011675,NA,SNP,missense_variant,missense_variant,GRCh38,NA,2046,2046,V/F,"Frequency,Phenotype_or_Disease,ExAC,gnomAD",likely pathogenic,NA,0,0,4.16E-06,0,0,0,9.23E-06,0,0,2173
ClinVar,rs193922615,12:2688693-2688693,Cardiac arrhythmia,"CACNA1C-AS1,CACNA1C",ENSG00000246627,ENST00000501371,NA,HP:0011675,NA,SNP,missense_variant,"intron_variant,non_coding_transcript_variant",GRCh38,NA,NA,NA,NA,"Frequency,Phenotype_or_Disease,ExAC,gnomAD",likely pathogenic,NA,0,0,4.16E-06,0,0,0,9.23E-06,0,0,NA
ClinVar,rs193922615,12:2688693-2688693,Cardiac arrhythmia,"CACNA1C-AS1,CACNA1C",ENSG00000246627,ENST00000541673,NA,HP:0011675,NA,SNP,missense_variant,downstream_gene_variant,GRCh38,NA,NA,NA,NA,"Frequency,Phenotype_or_Disease,ExAC,gnomAD",likely pathogenic,NA,0,0,4.16E-06,0,0,0,9.23E-06,0,0,NA
ClinVar,rs193922616,12:2691089-2691089,Cardiac arrhythmia,"CACNA1C-AS1,CACNA1C",ENSG00000151067,ENST00000327702,ENSP00000329877,HP:0011675,NA,SNP,missense_variant,missense_variant,GRCh38,NA,2138,2138,A/T,"Frequency,Phenotype_or_Disease,ExAC,gnomAD",likely pathogenic,NA,0,0,8.32E-06,0,0,0,0,0,6.58E-05,2173
ClinVar,rs193922616,12:2691089-2691089,Cardiac arrhythmia,"CACNA1C-AS1,CACNA1C",ENSG00000151067,ENST00000327702,ENSP00000329877,HP:0011675,NA,SNP,missense_variant,missense_variant,GRCh38,NA,2138,2138,A/S,"Frequency,Phenotype_or_Disease,ExAC,gnomAD",likely pathogenic,NA,0,0,8.32E-06,0,0,0,0,0,6.58E-05,2173
ClinVar,rs193922616,12:2691089-2691089,Cardiac arrhythmia,"CACNA1C-AS1,CACNA1C",ENSG00000246627,ENST00000501371,NA,HP:0011675,NA,SNP,missense_variant,non_coding_transcript_exon_variant,GRCh38,NA,NA,NA,NA,"Frequency,Phenotype_or_Disease,ExAC,gnomAD",likely pathogenic,NA,0,0,8.32E-06,0,0,0,0,0,6.58E-05,NA
ClinVar,rs193922616,12:2691089-2691089,Cardiac arrhythmia,"CACNA1C-AS1,CACNA1C",ENSG00000256150,ENST00000636122,NA,HP:0011675,NA,SNP,missense_variant,downstream_gene_variant,GRCh38,NA,NA,NA,NA,"Frequency,Phenotype_or_Disease,ExAC,gnomAD",likely pathogenic,NA,0,0,8.32E-06,0,0,0,0,0,6.58E-05,NA
ClinVar,rs193922622,1:237808916-237808916,Cardiac arrhythmia,RYR2,ENSG00000198626,ENST00000360064,ENSP00000353174,HP:0011675,NA,SNP,missense_variant,missense_variant,GRCh38,NA,4755,4755,G/S,Phenotype_or_Disease,likely pathogenic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4950
ClinVar,rs193922622,1:237808916-237808916,Cardiac arrhythmia,RYR2,ENSG00000198626,ENST00000608590,NA,HP:0011675,NA,SNP,missense_variant,non_coding_transcript_exon_variant,GRCh38,NA,NA,NA,NA,Phenotype_or_Disease,likely pathogenic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ClinVar,rs193922624,1:237566603-237566603,Cardiac arrhythmia,RYR2,ENSG00000198626,ENST00000360064,ENSP00000353174,HP:0011675,NA,SNP,missense_variant,missense_variant,GRCh38,NA,1068,1068,R/K,"Frequency,Cited,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",likely benign,NA,0,0,0.0001423,0,0.0007115,4.49E-05,0.0002332,0.0001826,0,4950
ClinVar,rs193922625,1:237590872-237590872,Cardiac arrhythmia,RYR2,ENSG00000198626,ENST00000360064,ENSP00000353174,HP:0011675,NA,SNP,missense_variant,missense_variant,GRCh38,NA,1331,1331,M/T,"Frequency,Phenotype_or_Disease,gnomAD",likely pathogenic,NA,0,0,4.07E-06,0,0,0,8.99E-06,0,0,4950
ClinVar,rs193922625,1:237590872-237590872,Cardiac arrhythmia,RYR2,ENSG00000198626,ENST00000360064,ENSP00000353174,HP:0011675,NA,SNP,missense_variant,missense_variant,GRCh38,NA,1331,1331,M/R,"Frequency,Phenotype_or_Disease,gnomAD",likely pathogenic,NA,0,0,4.07E-06,0,0,0,8.99E-06,0,0,4950
ClinVar,rs193922628,1:237614714-237614714,Cardiac arrhythmia,RYR2,ENSG00000198626,ENST00000360064,ENSP00000353174,HP:0011675,NA,SNP,synonymous_variant,synonymous_variant,GRCh38,NA,1846,1846,D/D,"Frequency,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",benign,NA,0,0.0003939,0.0009906,0.0001192,0.0001019,0.0008521,0.001874,0.0009154,0,4950
ClinVar,rs193922637,4:113356784-113356784,Cardiac arrhythmia,ANK2,ENSG00000145362,ENST00000264366,ENSP00000264366,HP:0011675,NA,SNP,missense_variant,missense_variant,GRCh38,NA,2689,2689,M/I,"Frequency,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",likely pathogenic,NA,0,0,4.08E-05,0,0,0,9.03E-05,0,0,3924
ClinVar,rs193922637,4:113356784-113356784,Cardiac arrhythmia,ANK2,ENSG00000145362,ENST00000394537,ENSP00000378044,HP:0011675,NA,SNP,missense_variant,intron_variant,GRCh38,NA,NA,NA,NA,"Frequency,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",likely pathogenic,NA,0,0,4.08E-05,0,0,0,9.03E-05,0,0,1872
ClinVar,rs193922637,4:113356784-113356784,Cardiac arrhythmia,ANK2,ENSG00000145362,ENST00000503423,ENSP00000421011,HP:0011675,NA,SNP,missense_variant,downstream_gene_variant,GRCh38,NA,NA,NA,NA,"Frequency,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",likely pathogenic,NA,0,0,4.08E-05,0,0,0,9.03E-05,0,0,1611
ClinVar,rs193922637,4:113356784-113356784,Cardiac arrhythmia,ANK2,ENSG00000145362,ENST00000505342,ENSP00000422498,HP:0011675,NA,SNP,missense_variant,upstream_gene_variant,GRCh38,NA,NA,NA,NA,"Frequency,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",likely pathogenic,NA,0,0,4.08E-05,0,0,0,9.03E-05,0,0,1028
ClinVar,rs193922637,4:113356784-113356784,Cardiac arrhythmia,ANK2,ENSG00000145362,ENST00000508007,NA,HP:0011675,NA,SNP,missense_variant,"intron_variant,non_coding_transcript_variant",GRCh38,NA,NA,NA,NA,"Frequency,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",likely pathogenic,NA,0,0,4.08E-05,0,0,0,9.03E-05,0,0,NA
ClinVar,rs193922690,17:34992677-34992677,Cardiac arrhythmia,LIG3,ENSG00000005156,ENST00000262327,ENSP00000262327,HP:0011675,NA,SNP,synonymous_variant,synonymous_variant,GRCh38,NA,480,480,P/P,"Frequency,Phenotype_or_Disease,ExAC,gnomAD",likely benign,NA,0,0,8.70E-06,0,0,0,0,0,7.14E-05,949
ClinVar,rs193922690,17:34992677-34992677,Cardiac arrhythmia,LIG3,ENSG00000005156,ENST00000585740,ENSP00000467757,HP:0011675,NA,SNP,synonymous_variant,downstream_gene_variant,GRCh38,NA,NA,NA,NA,"Frequency,Phenotype_or_Disease,ExAC,gnomAD",likely benign,NA,0,0,8.70E-06,0,0,0,0,0,7.14E-05,185
ClinVar,rs193922690,17:34992677-34992677,Cardiac arrhythmia,LIG3,ENSG00000005156,ENST00000586058,NA,HP:0011675,NA,SNP,synonymous_variant,upstream_gene_variant,GRCh38,NA,NA,NA,NA,"Frequency,Phenotype_or_Disease,ExAC,gnomAD",likely benign,NA,0,0,8.70E-06,0,0,0,0,0,7.14E-05,NA
ClinVar,rs193922690,17:34992677-34992677,Cardiac arrhythmia,LIG3,ENSG00000005156,ENST00000590630,NA,HP:0011675,NA,SNP,synonymous_variant,non_coding_transcript_exon_variant,GRCh38,NA,NA,NA,NA,"Frequency,Phenotype_or_Disease,ExAC,gnomAD",likely benign,NA,0,0,8.70E-06,0,0,0,0,0,7.14E-05,NA
ClinVar,rs193922705,17:41767373-41767373,Cardiac arrhythmia,JUP,ENSG00000173801,ENST00000310706,ENSP00000311113,HP:0011675,NA,SNP,splice_region_variant,"splice_region_variant,intron_variant",GRCh38,NA,NA,NA,NA,"Frequency,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed",benign,NA,0,0.0003271,0.002087,0.0007745,0.02812,0,0.001282,0.006026,0.0009421,745
ClinVar,rs193922705,17:41767373-41767373,Cardiac arrhythmia,JUP,ENSG00000173801,ENST00000420370,ENSP00000411449,HP:0011675,NA,SNP,splice_region_variant,downstream_gene_variant,GRCh38,NA,NA,NA,NA,"Frequency,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed",benign,NA,0,0.0003271,0.002087,0.0007745,0.02812,0,0.001282,0.006026,0.0009421,276
ClinVar,rs193922705,17:41767373-41767373,Cardiac arrhythmia,JUP,ENSG00000173801,ENST00000585793,NA,HP:0011675,NA,SNP,splice_region_variant,upstream_gene_variant,GRCh38,NA,NA,NA,NA,"Frequency,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed",benign,NA,0,0.0003271,0.002087,0.0007745,0.02812,0,0.001282,0.006026,0.0009421,NA
ClinVar,rs193922723,7:92040818-92040818,Cardiac arrhythmia,AKAP9,ENSG00000127914,ENST00000356239,ENSP00000348573,HP:0011675,NA,SNP,missense_variant,missense_variant,GRCh38,NA,1613,1613,M/V,"Frequency,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",likely benign,NA,0,0,4.06E-06,0,0,0,8.96E-06,0,0,3907
ClinVar,rs193922723,7:92040818-92040818,Cardiac arrhythmia,AKAP9,ENSG00000127914,ENST00000484815,NA,HP:0011675,NA,SNP,missense_variant,non_coding_transcript_exon_variant,GRCh38,NA,NA,NA,NA,"Frequency,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",likely benign,NA,0,0,4.06E-06,0,0,0,8.96E-06,0,0,NA
ClinVar,rs193922725,3:38581183-38581183,Cardiac arrhythmia,"LOC110121269,SCN5A",ENSG00000183873,ENST00000333535,ENSP00000328968,HP:0011675,NA,SNP,synonymous_variant,synonymous_variant,GRCh38,NA,992,992,P/P,"Frequency,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",likely benign,NA,0,0,0.0001016,0,0,0,3.78E-05,0,0.0006613,2016
ClinVar,rs193922728,19:35034042-35034042,Cardiac arrhythmia,SCN1B,ENSG00000105711,ENST00000262631,ENSP00000262631,HP:0011675,NA,SNP,missense_variant,intron_variant,GRCh38,NA,NA,NA,NA,"Frequency,Cited,Phenotype_or_Disease,ExAC,gnomAD",likely pathogenic,NA,0,0,6.70E-06,0,0,0,1.74E-05,0,0,218
ClinVar,rs193922728,19:35034042-35034042,Cardiac arrhythmia,SCN1B,ENSG00000105711,ENST00000415950,ENSP00000396915,HP:0011675,NA,SNP,missense_variant,missense_variant,GRCh38,NA,251,251,V/I,"Frequency,Cited,Phenotype_or_Disease,ExAC,gnomAD",likely pathogenic,NA,0,0,6.70E-06,0,0,0,1.74E-05,0,0,268
ClinVar,rs193922728,19:35034042-35034042,Cardiac arrhythmia,SCN1B,ENSG00000105711,ENST00000602150,NA,HP:0011675,NA,SNP,missense_variant,upstream_gene_variant,GRCh38,NA,NA,NA,NA,"Frequency,Cited,Phenotype_or_Disease,ExAC,gnomAD",likely pathogenic,NA,0,0,6.70E-06,0,0,0,1.74E-05,0,0,NA
